[INFO ] 2015-01-07 14:27:38,244 [Thread-0] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:27:55,265 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:27:55,272 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:27:55,278 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:27:55,286 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:27:55,297 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:27:55,304 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:27:55,312 [repositories/Test] POST query 106607036
[INFO ] 2015-01-07 14:27:55,472 [repositories/Test] Request for query 106607036 is finished
[INFO ] 2015-01-07 14:27:55,481 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:27:59,466 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:00,902 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:01,026 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:01,076 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:01,089 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:01,134 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:01,143 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:01,154 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:01,171 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:01,205 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:01,228 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:01,247 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:01,399 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:01,408 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:01,416 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:02,495 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:03,118 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:03,179 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:03,202 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:03,210 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:03,252 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:03,260 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:03,274 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:03,287 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:03,313 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:03,448 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:03,463 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:03,470 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:03,476 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:04,642 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:05,319 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:05,385 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:05,404 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:05,410 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:05,446 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:05,452 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:05,461 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:05,472 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:05,500 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,507 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,519 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,527 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,532 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:05,693 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,702 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,716 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,724 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:05,733 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:06,747 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:07,408 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:07,451 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:07,468 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:07,474 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:07,510 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:07,517 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:07,537 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:07,567 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:07,592 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:07,599 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:07,714 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:07,720 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:08,528 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:09,146 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:09,212 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:09,230 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:09,236 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:09,270 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:09,278 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:09,285 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:09,296 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:09,323 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:09,335 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:09,348 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:09,497 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:09,504 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:09,511 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:10,267 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:10,854 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:10,918 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:10,934 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:10,939 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:10,975 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:10,981 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:10,988 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:10,999 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:11,022 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:11,032 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:11,038 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:11,057 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:11,403 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:11,411 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:11,418 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:11,425 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:12,283 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:12,777 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:12,861 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:12,877 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:12,884 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:12,919 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:12,925 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:12,932 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:12,941 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:12,973 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:12,980 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:13,073 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:13,086 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:13,091 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:13,098 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:13,831 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:14,341 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:14,379 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:14,396 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:14,406 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:14,445 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:14,452 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:14,459 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:14,469 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:14,490 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:14,497 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:14,618 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:14,625 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:15,345 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:15,873 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:15,942 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:15,958 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:15,963 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:15,997 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:16,003 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:16,009 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:16,019 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:16,040 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:16,123 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:16,140 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:16,146 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:16,151 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:16,850 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:17,371 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:17,435 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:17,453 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:17,459 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:17,492 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:17,497 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:17,504 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:17,514 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:17,534 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:17,613 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:17,627 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:17,636 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:17,641 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:18,355 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:18,875 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:18,937 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:18,956 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:18,966 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:19,022 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:19,031 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:19,038 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:19,047 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:19,070 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:19,076 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:19,083 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:19,088 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:19,219 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:19,224 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:19,228 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:19,235 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:19,965 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:20,476 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:20,535 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:20,550 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:20,558 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:20,590 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:20,595 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:20,602 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:20,611 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:20,634 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:20,641 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:20,650 [repositories/Test] POST SPARQL update request to repository
[INFO ] 2015-01-07 14:28:20,795 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:20,799 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:20,806 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:20,813 [repositories/Test] GET statements
[INFO ] 2015-01-07 14:28:20,817 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:21,875 [main] Logback logging API implementation is configured.
[INFO ] 2015-01-07 14:28:22,381 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:22,434 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:22,451 [repositories/SYSTEM] GET statements
[INFO ] 2015-01-07 14:28:22,456 [repositories/SYSTEM] POST transaction to repository
[INFO ] 2015-01-07 14:28:22,488 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:22,494 [repositories/Test] POST transaction to repository
[INFO ] 2015-01-07 14:28:22,503 [repositories/Test] POST data to repository
[INFO ] 2015-01-07 14:28:22,513 [repositories/Test] no base URI specified, using dummy 'foo:bar'
[INFO ] 2015-01-07 14:28:22,537 [repositories/Test] POST SPARQL update request to repository
[WARN ] 2015-01-07 14:28:22,619 [repositories/Test] exception during update execution: 
org.openrdf.sail.SailException: Named graph http://example.org/graph1 already exists. 
	at org.openrdf.repository.sail.helpers.SailUpdateExecutor.executeCreate(SailUpdateExecutor.java:198)
	at org.openrdf.repository.sail.helpers.SailUpdateExecutor.executeUpdate(SailUpdateExecutor.java:141)
	at org.openrdf.repository.sail.SailUpdate.execute(SailUpdate.java:91)
	at org.openrdf.http.server.repository.statements.StatementsController.getSparqlUpdateResult(StatementsController.java:271)
	at org.openrdf.http.server.repository.statements.StatementsController.handleRequestInternal(StatementsController.java:126)
	at org.springframework.web.servlet.mvc.AbstractController.handleRequest(AbstractController.java:153)
	at org.springframework.web.servlet.mvc.SimpleControllerHandlerAdapter.handle(SimpleControllerHandlerAdapter.java:48)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:875)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:807)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:571)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:511)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:820)
	at org.mortbay.jetty.servlet.ServletHolder.handle(ServletHolder.java:487)
	at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:362)
	at org.mortbay.jetty.security.SecurityHandler.handle(SecurityHandler.java:216)
	at org.mortbay.jetty.servlet.SessionHandler.handle(SessionHandler.java:181)
	at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:726)
	at org.mortbay.jetty.webapp.WebAppContext.handle(WebAppContext.java:405)
	at org.mortbay.jetty.handler.HandlerWrapper.handle(HandlerWrapper.java:152)
	at org.mortbay.jetty.Server.handle(Server.java:324)
	at org.mortbay.jetty.HttpConnection.handleRequest(HttpConnection.java:505)
	at org.mortbay.jetty.HttpConnection$RequestHandler.content(HttpConnection.java:842)
	at org.mortbay.jetty.HttpParser.parseNext(HttpParser.java:648)
	at org.mortbay.jetty.HttpParser.parseAvailable(HttpParser.java:211)
	at org.mortbay.jetty.HttpConnection.handle(HttpConnection.java:380)
	at org.mortbay.jetty.nio.BlockingChannelConnector$Connection.run(BlockingChannelConnector.java:163)
	at org.mortbay.thread.BoundedThreadPool$PoolThread.run(BoundedThreadPool.java:450)
[ERROR] 2015-01-07 14:28:22,620 [repositories/Test] Error while handling request (500): org.openrdf.query.UpdateExecutionException: org.openrdf.sail.SailException: Named graph http://example.org/graph1 already exists. 
[WARN ] 2015-01-07 14:28:22,622 [repositories/Test] Rolling back transaction due to connection close
java.lang.Throwable: null
	at org.openrdf.sail.helpers.SailConnectionBase.close(SailConnectionBase.java:241)
	at org.openrdf.repository.sail.SailRepositoryConnection.close(SailRepositoryConnection.java:147)
	at org.openrdf.http.server.repository.RepositoryInterceptor.cleanUpResources(RepositoryInterceptor.java:157)
	at org.openrdf.http.server.ServerInterceptor.afterCompletion(ServerInterceptor.java:55)
	at org.openrdf.http.server.ServerInterceptor$$FastClassByCGLIB$$966e62ef.invoke(<generated>)
	at net.sf.cglib.proxy.MethodProxy.invoke(MethodProxy.java:191)
	at org.springframework.aop.framework.Cglib2AopProxy$CglibMethodInvocation.invokeJoinpoint(Cglib2AopProxy.java:700)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:149)
	at org.springframework.aop.support.DelegatingIntroductionInterceptor.doProceed(DelegatingIntroductionInterceptor.java:131)
	at org.springframework.aop.support.DelegatingIntroductionInterceptor.invoke(DelegatingIntroductionInterceptor.java:119)
	at org.springframework.aop.framework.ReflectiveMethodInvocation.proceed(ReflectiveMethodInvocation.java:171)
	at org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Cglib2AopProxy.java:635)
	at org.openrdf.http.server.repository.RepositoryInterceptor$$EnhancerByCGLIB$$b03cb6bc.afterCompletion(<generated>)
	at org.springframework.web.servlet.DispatcherServlet.triggerAfterCompletion(DispatcherServlet.java:1244)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:915)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:807)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:571)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:511)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727)
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:820)
	at org.mortbay.jetty.servlet.ServletHolder.handle(ServletHolder.java:487)
	at org.mortbay.jetty.servlet.ServletHandler.handle(ServletHandler.java:362)
	at org.mortbay.jetty.security.SecurityHandler.handle(SecurityHandler.java:216)
	at org.mortbay.jetty.servlet.SessionHandler.handle(SessionHandler.java:181)
	at org.mortbay.jetty.handler.ContextHandler.handle(ContextHandler.java:726)
	at org.mortbay.jetty.webapp.WebAppContext.handle(WebAppContext.java:405)
